Stock code,company name,opening price,high price,low price,closing price,trading volume
7203,,,,,,
6861,,,,,,
6758,,,,,,
9432,,,,,,
9984,,,,,,
6098,,,,,,
8306,,,,,,
9433,,,,,,
9983,,,,,,
6367,,,,,,
4063,,,,,,
4519,,,,,,
6594,,,,,,
9434,,,,,,
7974,,,,,,
8035,,,,,,
7741,,,,,,
6981,,,,,,
7267,,,,,,
4502,,,,,,
6501,,,,,,
4661,,,,,,
6902,,,,,,
8001,,,,,,
8316,,,,,,
4689,,,,,,
4568,,,,,,
2413,,,,,,
8058,,,,,,
6954,,,,,,
6273,,,,,,
4901,,,,,,
3382,,,,,,
7182,,,,,,
2914,,,,,,
8411,,,,,,
8031,,,,,,
6702,,,,,,
8766,,,,,,
6178,,,,,,
5108,,,,,,
4543,,,,,,
4503,,,,,,
7751,,,,,,
4612,,,,,,
9022,,,,,,
4452,,,,,,
6503,,,,,,
6752,,,,,,
8113,,,,,,
7733,,,,,,
6201,,,,,,
7309,,,,,,
4911,,,,,,
9020,,,,,,
4523,,,,,,
4578,,,,,,
8267,,,,,,
6326,,,,,,
9613,,,,,,
8591,,,,,,
6301,,,,,,
6971,,,,,,
2502,,,,,,
6869,,,,,,
9843,,,,,,
8750,,,,,,
4307,,,,,,
8802,,,,,,
8801,,,,,,
7201,,,,,,
1925,,,,,,
7269,,,,,,
4507,,,,,,
6723,,,,,,
8725,,,,,,
4684,,,,,,
6502,,,,,,
6645,,,,,,
9735,,,,,,
9143,,,,,,
4151,,,,,,
8053,,,,,,
3659,,,,,,
2503,,,,,,
5401,,,,,,
6920,,,,,,
8630,,,,,,
6857,,,,,,
2802,,,,,,
8604,,,,,,
8015,,,,,,
4755,,,,,,
8830,,,,,,
6586,,,,,,
7832,,,,,,
3407,,,,,,
7270,,,,,,
6701,,,,,,
6762,,,,,,
